Agent Name,Agent Company,Price,Address Line 1,Address Line 2,Bedrooms,Bathrooms,Parking,Floor Space
,N/A,$585 per week,"10/135 Fitzroy Street,",ST KILDA VIC 3182,2 Beds,1 Bath,1 Parking,N/A
,N/A,$460 Per Week,"10 Hunter Street,",GOLDEN SQUARE VIC 3555,3 Beds,1 Bath,1 Parking,550m²
,N/A,$650.00,"1707/408 Spencer Street,",WEST MELBOURNE VIC 3003,2 Beds,1 Bath,− Parking,N/A
,N/A,$640 per week,"20 Teak Street,",CAULFIELD VIC 3162,3 Beds,1 Bath,− Parking,318m²
,N/A,$900.00,"1903/408 Spencer Street,",WEST MELBOURNE VIC 3003,2 Beds,2 Baths,1 Parking,N/A
,N/A,Contact Agent,N/A,FAWKNER VIC 3060,2 Beds,2 Baths,2 Parking,153m²
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$995 per week,"34 Bird Avenue,",NORTHCOTE VIC 3070,4 Beds,2 Baths,2 Parking,N/A
,N/A,$660.00,"1104/408 Spencer Street,",WEST MELBOURNE VIC 3003,2 Beds,1 Bath,− Parking,N/A
,N/A,$780,"2609/545 Station Street,",BOX HILL VIC 3128,2 Beds,2 Baths,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$600 pw,"12 Clay Crescent,",ROCKBANK VIC 3335,5 Beds,3 Baths,2 Parking,N/A
,N/A,$790.00,"1002/408 Spencer Street,",WEST MELBOURNE VIC 3003,2 Beds,2 Baths,− Parking,N/A
,N/A,$600 per week,N/A,COBURG VIC 3058,2 Beds,1 Bath,− Parking,N/A
,N/A,$600,"30 Mainview Boulevard,",TRUGANINA VIC 3029,4 Beds,2 Baths,2 Parking,N/A
,N/A,$570 per week Unfurnished Inc. bill,"2/510 Station Street,",BOX HILL VIC 3128,3 Beds,1 Bath,2 Parking,N/A
,N/A,$290 per week,"41 Gillard St,",BURWOOD VIC 3125,1 Bed,1 Bath,− Parking,N/A
,N/A,$1000 Per Week,"6203/138 Spencer Street,",MELBOURNE VIC 3004,2 Beds,2 Baths,− Parking,N/A
,N/A,$720 per week,"2206/639 Lonsdale Street,",MELBOURNE VIC 3000,2 Beds,2 Baths,− Parking,N/A
,N/A,$440 per week,"230 Gordon St,",FOOTSCRAY VIC 3011,3 Beds,1 Bath,2 Parking,N/A
,N/A,$675 p.w,"23 Liege Avenue,",NOBLE PARK VIC 3174,3 Beds,2 Baths,1 Parking,N/A
,N/A,$430 Per Week,"40 Lowndes Street,",KENNINGTON VIC 3550,3 Beds,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$650 weekly,"1510/828 Whitehorse Rd,",BOX HILL VIC 3128,2 Beds,2 Baths,1 Parking,N/A
,N/A,$550,"6 Garner Grove,",ROCKBANK VIC 3335,4 Beds,2 Baths,2 Parking,N/A
,N/A,$510,"19 HARWICH STREET,",ROCKBANK VIC 3335,4 Beds,2 Baths,2 Parking,N/A
,N/A,$800 weekly,"10 Canara St,",DONCASTER EAST VIC 3109,4 Beds,2 Baths,4 Parking,N/A
,N/A,$550,"11 Jobs Road,",ROCKBANK VIC 3335,4 Beds,2 Baths,2 Parking,N/A
,N/A,$700 weekly,"503/10 Wominjeka Walk,",WEST MELBOURNE VIC 3003,2 Beds,2 Baths,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$450 Per Week FULLY FURNISHED,"10/23 Hallam Street,",QUARRY HILL VIC 3550,2 Beds,1 Bath,1 Parking,100m²
,N/A,$510,"9 Delhi Grove,",ROCKBANK VIC 3335,4 Beds,2 Baths,1 Parking,N/A
,N/A,$720 per week,"4912/33 ROSE Lane,",MELBOURNE VIC 3000,2 Beds,2 Baths,− Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$615 pw,"1 Coopworth Way,",ROCKBANK VIC 3335,4 Beds,3 Baths,2 Parking,N/A
,N/A,$680 pw,"76 McKinley Drive,",TRUGANINA VIC 3029,4 Beds,4 Baths,2 Parking,N/A
,N/A,$520 pw,"28 Tamworth Drive,",ROCKBANK VIC 3335,4 Beds,2 Baths,2 Parking,N/A
,N/A,Contact Agent,N/A,FAWKNER VIC 3060,4 Beds,2 Baths,− Parking,220m²
,N/A,$480 pw,"42 Sedate Drive,",ROCKBANK VIC 3335,3 Beds,2 Baths,2 Parking,N/A
,N/A,$500 pw,"23 Delhi Grove,",ROCKBANK VIC 3335,4 Beds,2 Baths,2 Parking,N/A
,N/A,$500 Per Week,"2007/288 Spencer Street,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,N/A
,N/A,$640 per week,"1/84 Broadway,",ELWOOD VIC 3184,2 Beds,1 Bath,− Parking,N/A
,N/A,"$1,100 per week","3/7A Osburn Ave,",BALWYN NORTH VIC 3104,4 Beds,3 Baths,1 Parking,N/A
,N/A,$570.00 per week - Fully Furnished,"56 Myers Street,",BENDIGO VIC 3550,3 Beds,2 Baths,− Parking,N/A
,N/A,$600.00 per week - Fully Furnished,"17 Rodney St,",QUARRY HILL VIC 3550,3 Beds,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$580 Per Week Fully Furnished,"13/83-87 Arnold Street,",BENDIGO VIC 3550,2 Beds,2 Baths,2 Parking,N/A
,N/A,$600.00,"108/408 Spencer Street,",WEST MELBOURNE VIC 3003,1 Bed,1 Bath,− Parking,N/A
,N/A,$950 per week,"3 Marmara,",ELSTERNWICK VIC 3185,3 Beds,1 Bath,3 Parking,N/A
,N/A,$690 per week,"81 Bent Street,",MOONEE PONDS VIC 3039,2 Beds,1 Bath,3 Parking,N/A
,N/A,$290 per week,"95 Carinish Road,",CLAYTON VIC 3168,− 0 Beds,1 Bath,− Parking,N/A
,N/A,$560 Per Week FULLY FURNISHED,"107 Casey Street,",EAST BENDIGO VIC 3550,3 Beds,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,Contact Agent,"892 Hampton st,",BRIGHTON VIC 3186,3 Beds,1 Bath,3 Parking,659m²
,N/A,$635 PER WEEK FULLY FURNISHED,"80 Vine Street,",BENDIGO VIC 3550,3 Beds,2 Baths,1 Parking,N/A
,N/A,$320 pw,"1/53 Bobs Street,",WHITE HILLS VIC 3550,2 Beds,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$400 per week,"6/8 Clarke Street,",KENNINGTON VIC 3550,N/A,N/A,N/A,N/A
,N/A,$750 per week,"5C McIvor Court,",KENNINGTON VIC 3550,3 Beds,2 Baths,2 Parking,N/A
,N/A,$55 Per Week,"200 Spencer Street,",MELBOURNE VIC 3004,− 0 Beds,− 0 Baths,1 Parking,N/A
,N/A,$580.00 per week - Fully Furnished,"103/2 Queen Street,",BENDIGO VIC 3550,2 Beds,1 Bath,− Parking,N/A
,N/A,$550 per week,"8/380 Inkerman Street,",ST KILDA VIC 3182,1 Bed,1 Bath,1 Parking,N/A
,N/A,$630 per week,"10 Alfred Street,",BEAUMARIS VIC 3193,3 Beds,1 Bath,1 Parking,N/A
,N/A,$620 PER WEEK FULLY FURNISHED,"1/20 Oneill Street,",NORTH BENDIGO VIC 3550,3 Beds,2 Baths,1 Parking,N/A
,N/A,$640.00 PER WEEK FULLY FURNISHED,"81 Averys Road,",JACKASS FLAT VIC 3556,3 Beds,1 Bath,1 Parking,N/A
,N/A,$680.00 PER WEEK FULLY FURNISHED,"2 Pitt Street,",BENDIGO VIC 3550,3 Beds,2 Baths,2 Parking,N/A
,N/A,Contact Agent,"290 Maribyrnong Road,",MOONEE PONDS VIC 3039,4 Beds,1 Bath,− Parking,N/A
,N/A,Contact Agent,N/A,FAWKNER VIC 3060,2 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$580,"1/50 Elder Street,",WATSONIA VIC 3087,3 Beds,2 Baths,1 Parking,N/A
,N/A,$780.00 per week - Fully Furnished,"2/23 View Point,",BENDIGO VIC 3550,2 Beds,2 Baths,1 Parking,N/A
,N/A,$680 per week,"41 Drought Street,",BENDIGO VIC 3550,3 Beds,2 Baths,4 Parking,N/A
,N/A,$820 Per Week,"228 View Street,",BENDIGO VIC 3550,3 Beds,3 Baths,2 Parking,N/A
,N/A,$560.00 per week - Fully Furnished,"1/65 McIvor Rd,",BENDIGO VIC 3550,2 Beds,1 Bath,1 Parking,N/A
,N/A,$430.00 per week - Fully Furnished,"568 Hargreaves Street,",BENDIGO VIC 3550,1 Bed,1 Bath,1 Parking,309m²
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$580.00 per week - Fully Furnished,"105 Lucan Street,",BENDIGO VIC 3550,2 Beds,1 Bath,2 Parking,N/A
,N/A,$660.00 per week - Fully Furnished,"13 Ucres Way,",GOLDEN SQUARE VIC 3555,3 Beds,2 Baths,2 Parking,N/A
,N/A,$470 per week - Fully Furnished,"1/164 Neale Street,",FLORA HILL VIC 3550,2 Beds,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$670.00 per week - Fully Furnished,"2/19 Creek Street,",BENDIGO VIC 3550,2 Beds,1 Bath,1 Parking,N/A
,N/A,$580 per week,"13 Rosalind Street,",BENDIGO VIC 3550,3 Beds,1 Bath,1 Parking,N/A
,N/A,$650 Per Week,"706/218 A'Beckett Street,",MELBOURNE VIC 3000,2 Beds,1 Bath,1 Parking,N/A
,N/A,$240,"Berth 30/84A River Esplanade,",DOCKLANDS VIC 3008,1 Bed,1 Bath,1 Parking,50m²
,N/A,Under Application,"6/8 Parring Rd,",BALWYN VIC 3103,2 Beds,1 Bath,2 Parking,N/A
,N/A,$800.00 per week - Fully Furnished,"16 Michelsen Street,",NORTH BENDIGO VIC 3550,4 Beds,2 Baths,2 Parking,N/A
,N/A,$560.00 per week - Fully Furnished,"11 Pyke Street,",QUARRY HILL VIC 3550,2 Beds,1 Bath,1 Parking,N/A
,N/A,$600 per week- Fully Furnished,"1 Reef Street,",BENDIGO VIC 3550,3 Beds,1 Bath,1 Parking,N/A
,N/A,$580 per week - Fully Furnished,"51 Gladstone Street,",QUARRY HILL VIC 3550,2 Beds,1 Bath,1 Parking,N/A
,N/A,$630.00 per week - Fully Furnished,"1A Carola Court,",KENNINGTON VIC 3550,3 Beds,2 Baths,1 Parking,N/A
,N/A,$65 pw,"539 St Kilda Road,",MELBOURNE VIC 3004,− 0 Beds,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$620 FULLY FURNISHED,"4/17 Bobs Street,",BENDIGO VIC 3550,2 Beds,1 Bath,1 Parking,N/A
,N/A,$750 Fully Furnished,"7 Langley Drive,",EPSOM VIC 3551,4 Beds,2 Baths,2 Parking,N/A
,N/A,$810 Fully Furnished,"2/60A Honeysuckle Street,",IRONBARK VIC 3550,3 Beds,2 Baths,2 Parking,N/A
,N/A,$580 - Fully Furnished,"33A Pallett Street,",GOLDEN SQUARE VIC 3555,3 Beds,2 Baths,1 Parking,N/A
,N/A,$550 - Fully Furnished,"2 Miami Crt,",BENDIGO VIC 3550,3 Beds,1 Bath,1 Parking,N/A
,N/A,$240 per month,"Car Space/6 Leicester Street,",CARLTON VIC 3053,1 Bed,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$420 - Fully Furnished,"242A Don Street,",BENDIGO VIC 3550,1 Bed,1 Bath,− Parking,N/A
,N/A,$480 P/W,"1 Bed 1 Bath/34 Cowper Street,",FOOTSCRAY VIC 3011,1 Bed,1 Bath,− Parking,N/A
,N/A,Available Now - $600 P/W,"2 Bed 2 Bath/34 Cowper Street,",FOOTSCRAY VIC 3011,2 Beds,2 Baths,− Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$650 Fully Furnished,"59 Hopetoun Street,",BENDIGO VIC 3550,3 Beds,1 Bath,1 Parking,N/A
,N/A,$630 Per Week Fully Furnished,"11A Afton Street,",NORTH BENDIGO VIC 3550,3 Beds,2 Baths,1 Parking,N/A
,N/A,$680 - Fully Furnished,"109 Hargreaves Street,",BENDIGO VIC 3550,3 Beds,2 Baths,1 Parking,N/A
,N/A,$520 - Fully Furnished,"5/7-9 View Point,",BENDIGO VIC 3550,2 Beds,1 Bath,− Parking,N/A
,N/A,$450 - Fully Furnished,"4/7-9 View Point,",BENDIGO VIC 3550,1 Bed,1 Bath,− Parking,N/A
,N/A,$700 - Fully Furnished,"3/78 Somerville Street,",FLORA HILL VIC 3550,4 Beds,2 Baths,2 Parking,N/A
,N/A,$700 - Fully Furnished,"3/35 Sternberg Street,",KENNINGTON VIC 3550,3 Beds,2 Baths,2 Parking,N/A
,N/A,$560 - Fully Furnished,"34 Olinda Street,",QUARRY HILL VIC 3550,2 Beds,1 Bath,1 Parking,N/A
,N/A,$790 - Fully Furnished,"106 Mollison Street,",BENDIGO VIC 3550,4 Beds,3 Baths,2 Parking,N/A
,N/A,$650 - Fully Furnished,"18 Anderson Street,",NORTH BENDIGO VIC 3550,3 Beds,2 Baths,1 Parking,N/A
,N/A,$610 Fully Furnished,"1/19 Creek Street,",BENDIGO VIC 3550,2 Beds,2 Baths,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$650 Fully Furnished,"101 Queen Street,",BENDIGO VIC 3550,2 Beds,2 Baths,2 Parking,291m²
,N/A,$600 - Fully Furnished,"2/164 Arnold Street,",NORTH BENDIGO VIC 3550,2 Beds,2 Baths,1 Parking,N/A
,N/A,$580 Fully Furnished,"1/164 Arnold Street,",BENDIGO VIC 3550,2 Beds,1 Bath,1 Parking,N/A
,N/A,$570.00 - Fully Furnished,"36 Honeysuckle Street,",BENDIGO VIC 3550,3 Beds,1 Bath,2 Parking,N/A
,N/A,$400 - Fully Furnished,"4/9A Smith. Street,",NORTH BENDIGO VIC 3550,1 Bed,1 Bath,1 Parking,N/A
,N/A,$540 - Fully Furnished,"9B Holt Street,",BENDIGO VIC 3550,2 Beds,2 Baths,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$590 - Per Week FULLY FURNISHED,"1/46 Lansell Street,",EAST BENDIGO VIC 3550,2 Beds,1 Bath,1 Parking,N/A
,N/A,$550 - Fully Furnished,"59 Mundy Street,",BENDIGO VIC 3550,2 Beds,1 Bath,− Parking,N/A
,N/A,$560 - Fully Furnished,"21A Smith Street,",NORTH BENDIGO VIC 3550,2 Beds,2 Baths,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$850 per week - Fully Furnished,"230 View Street,",BENDIGO VIC 3550,3 Beds,3 Baths,2 Parking,N/A
,N/A,$650 Per Week - Fully Furnished,"2 Ingleton Street,",NORTH BENDIGO VIC 3550,3 Beds,3 Baths,2 Parking,N/A
N/A,N/A,$560 per week,"33 Currong Street South,",REID ACT 2612,2 Beds,1 Bath,1 Parking,"2,497m²"
,N/A,$670 - Fully Furnished,"2 Holt Street,",BENDIGO VIC 3550,3 Beds,2 Baths,1 Parking,N/A
,N/A,$480 - Fully Furnished,"1/113 Bridge Street,",BENDIGO VIC 3550,2 Beds,1 Bath,1 Parking,N/A
,N/A,$660 - Fully Furnished,"2/31 Booth Street,",GOLDEN SQUARE VIC 3555,3 Beds,2 Baths,2 Parking,N/A
,N/A,$570 - Fully Furnished,"22 Murphy Street,",BENDIGO VIC 3550,3 Beds,2 Baths,4 Parking,N/A
,N/A,$780 - Fully Furnished,"84 Sternberg Street,",BENDIGO VIC 3550,4 Beds,2 Baths,3 Parking,N/A
,N/A,$550 - Fully Furnished,"15 Uley Street,",BENDIGO VIC 3550,2 Beds,1 Bath,1 Parking,N/A
,N/A,$500 - Fully Furnished,"3/37 Day Street,",EAST BENDIGO VIC 3550,2 Beds,1 Bath,1 Parking,N/A
,N/A,$650 - Per Week Fully Furnished,"3 Hoskins Street,",QUARRY HILL VIC 3550,2 Beds,2 Baths,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,$800.00,"6 Hawkins Road,",MONTROSE VIC 3765,5 Beds,2 Baths,− Parking,N/A
N/A,N/A,$480 pw,"3A Ajana Court,",GOLDEN SQUARE VIC 3555,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,$550/w & Furnished Available Now,"4502/80 A'Beckett Street,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,N/A
N/A,N/A,$595,"804/333 Exhibition Street,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,N/A
N/A,N/A,$550 per week,"18 Milos Court,",FRASER RISE VIC 3336,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,$450,"10 Mccoy Street,",OMEO VIC 3898,3 Beds,1 Bath,3 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,$320,"4/9 Aviary Court,",STRATHDALE VIC 3550,2 Beds,1 Bath,1 Parking,N/A
N/A,N/A,$925/week,"2512/138 Spencer Street,",MELBOURNE VIC 3000,2 Beds,2 Baths,− Parking,N/A
N/A,N/A,$570.00 Per Week,"7 Frederick St,",BENDIGO VIC 3550,5 Beds,2 Baths,− Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,$570 weekly,"1501/63 Haig St,",SOUTHBANK VIC 3006,2 Beds,1 Bath,1 Parking,N/A
N/A,N/A,$400 per week,"213/80 Cheltenham Road,",DANDENONG VIC 3175,1 Bed,1 Bath,− Parking,N/A
N/A,N/A,$560 weekly,"3 Golden Grove,",GLEN WAVERLEY VIC 3150,4 Beds,1 Bath,1 Parking,N/A
N/A,N/A,$600 PER WEEK,"19 Hurkett St,,",MICKLEHAM VIC 3064,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,$525.00 per week,"161 Waratah Road,",HUNTLY VIC 3551,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,$540 per week,"10 Odea Crescent,",KANGAROO FLAT VIC 3555,4 Beds,2 Baths,2 Parking,838m²
N/A,N/A,$500,"20 Cromwell Road,",WERRIBEE VIC 3030,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,$700.00 per week,"57 Hannans Road,",MANDURANG SOUTH VIC 3551,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,$480.00 Per Week,"2/25 Albert Street,",EAGLEHAWK VIC 3556,3 Beds,2 Baths,2 Parking,346m²
N/A,N/A,$480,"42 Caviar Court,",HUNTLY VIC 3551,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,$650,"38 Bendigo Ct,",CRANBOURNE VIC 3977,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,$460.00 per week,"25 Casey Street,",EAST BENDIGO VIC 3550,3 Beds,2 Baths,− Parking,N/A
N/A,N/A,$480.00 Per Week,"14/14 Wireless Street,",KANGAROO FLAT VIC 3555,3 Beds,2 Baths,− Parking,N/A
N/A,N/A,$420,"1/7 Regan Street,",ST ALBANS VIC 3021,1 Bed,1 Bath,1 Parking,N/A
N/A,N/A,$590.00 Per Week,"60 Blossom Drive,",EPSOM VIC 3551,4 Beds,2 Baths,− Parking,N/A
N/A,N/A,$550 Per Week,"17 Appalachian Street,",TRUGANINA VIC 3029,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,$ 410 per week,"3 Harney Street,",BENDIGO VIC 3550,3 Beds,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,$530 per week,"21 Regency Place,",KENNINGTON VIC 3550,3 Beds,2 Baths,3 Parking,N/A
N/A,N/A,$520 per week,"4 Downley Loop,",STRATHTULLOH VIC 3338,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,$560 per week,"63 Olympic Avenue,",NORLANE VIC 3214,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,$690 weekly,"40 Barak St,",BULLEEN VIC 3105,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,$475,"69 Ayesha Avenue,",MELTON SOUTH VIC 3338,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,$720 per week,"5 Lignum Court,",TEMPLESTOWE LOWER VIC 3107,5 Beds,3 Baths,2 Parking,N/A
N/A,N/A,$560,"51 Greenfield Drive,",EPSOM VIC 3551,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,$490.00 Per Week,"9 Forest Heights Drive,",KANGAROO FLAT VIC 3555,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,$480 Per week until March,"1608/500 Elizabeth Street,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,N/A
N/A,N/A,$800 weekly,"49 Cargill St,",VICTORIA PARK WA 6100,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,$520 weekly,"7 Ekari Court,",YALLAMBIE VIC 3085,3 Beds,1 Bath,3 Parking,N/A
N/A,N/A,$440pw,"1307/53 Batman Street,",WEST MELBOURNE VIC 3003,1 Bed,1 Bath,− Parking,N/A
N/A,N/A,$420 per week,"2/206 Neale Street,",FLORA HILL VIC 3550,2 Beds,1 Bath,1 Parking,N/A
N/A,N/A,$390,"52 Peg Leg Road,",EAGLEHAWK VIC 3556,2 Beds,1 Bath,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,$530 per week,"120/80 Cheltenham Road,",DANDENONG VIC 3175,2 Beds,2 Baths,1 Parking,N/A
N/A,N/A,$440.00 Per Week,"137 Olympic Parade,",KANGAROO FLAT VIC 3555,3 Beds,1 Bath,1 Parking,N/A
N/A,N/A,$460 weekly,"1/1298 Main Road,",ELTHAM VIC 3095,2 Beds,1 Bath,1 Parking,N/A
N/A,N/A,$500,"3/91 Dianne Avenue,",CRAIGIEBURN VIC 3064,2 Beds,1 Bath,1 Parking,N/A
N/A,N/A,$750 weekly,"3/92 Para Rd,",MONTMORENCY VIC 3094,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,$650 weekly,"8 Wallagoot Walk,",CARRUM DOWNS VIC 3201,4 Beds,4 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,$480 per week,"3/12A Lawson Street,",SPRING GULLY VIC 3550,4 Beds,2 Baths,2 Parking,349m²
N/A,N/A,Contact Agent,N/A,BENDIGO VIC 3550,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,$480 per week,"3 Wallace Avenue,",FLORA HILL VIC 3550,3 Beds,1 Bath,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,$430.00 Per Week,"39 Caledonia Street,",NORTH BENDIGO VIC 3550,3 Beds,1 Bath,1 Parking,N/A
N/A,N/A,$530,"4/54 East Esplanade,",ST ALBANS VIC 3021,3 Beds,3 Baths,4 Parking,N/A
N/A,N/A,$550 per week,"1/22 Dearing Avenue,",CRANBOURNE VIC 3977,3 Beds,1 Bath,1 Parking,N/A
N/A,N/A,$620 per week,"708/850 Whitehorse Road,",BOX HILL VIC 3128,2 Beds,1 Bath,1 Parking,N/A
N/A,N/A,$450.00 Per Week,"89 Symonds Street,",GOLDEN SQUARE VIC 3555,4 Beds,1 Bath,2 Parking,794m²
N/A,N/A,$540,"70 Vestige Circuit,",TARNEIT VIC 3029,4 Beds,2 Baths,4 Parking,335m²
N/A,N/A,$410 per week,"122 Osborne Street,",FLORA HILL VIC 3550,3 Beds,1 Bath,3 Parking,N/A
N/A,N/A,$520,"18 Primary Road,",TARNEIT VIC 3029,3 Beds,2 Baths,2 Parking,263m²
N/A,N/A,$520 weekly,"15/44 Mcmaster St,",VICTORIA PARK WA 6100,2 Beds,1 Bath,1 Parking,N/A
N/A,N/A,$550.00 Per Week,"20 Topaz Avenue,",WHITE HILLS VIC 3550,4 Beds,2 Baths,2 Parking,625m²
N/A,N/A,$420.00 Per Week,"14 Cambridge Crescent,",WHITE HILLS VIC 3550,2 Beds,1 Bath,2 Parking,527m²
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,$440.00 Per Week,"8 Spring Gully Road,",QUARRY HILL VIC 3550,3 Beds,2 Baths,1 Parking,N/A
N/A,N/A,Under Application,"9 Sutherland Avenue,",MELTON SOUTH VIC 3338,3 Beds,2 Baths,5 Parking,578m²
N/A,N/A,$920,"11/1781 Malvern Road,",GLEN IRIS VIC 3146,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,$520,"3 Lindsay Street,",KANGAROO FLAT VIC 3555,3 Beds,2 Baths,3 Parking,N/A
N/A,N/A,$475 per week,"14 McIvor Road,",BENDIGO VIC 3550,3 Beds,1 Bath,2 Parking,N/A
N/A,N/A,$600.00 Per Week,"47 Bursaria St,",JACKASS FLAT VIC 3556,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,$380.00 per week,"11A Ashley Street,",IRONBARK VIC 3550,2 Beds,1 Bath,1 Parking,N/A
N/A,N/A,$495,"1/17 Church Street,",KANGAROO FLAT VIC 3555,3 Beds,2 Baths,1 Parking,N/A
N/A,N/A,$920 weekly,"3 Young St,",BOX HILL VIC 3128,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,$480 Per Week,"59 Bronson Circuit,",HOPPERS CROSSING VIC 3029,3 Beds,2 Baths,1 Parking,N/A
N/A,N/A,$500.00 Per Week,"362 Howard Street,",JACKASS FLAT VIC 3556,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,$500.00 Per Week,"4 Whitelock Drive,",HUNTLY VIC 3551,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,$500 per week,"28 Prouses Road,",NORTH BENDIGO VIC 3550,3 Beds,2 Baths,− Parking,N/A
N/A,N/A,$420.00 Per Week,"7 Havelock Street,",BENDIGO VIC 3550,3 Beds,1 Bath,2 Parking,N/A
N/A,N/A,Under Application,"11 Gramercy place,",STRATHTULLOH VIC 3338,4 Beds,2 Baths,3 Parking,N/A
N/A,N/A,$520 per week,"27 Pedirka Road,",TRUGANINA VIC 3029,3 Beds,2 Baths,1 Parking,N/A
N/A,N/A,$450.00 Per Week,"3/25 Somerville St,,",FLORA HILL VIC 3550,1 Bed,1 Bath,1 Parking,N/A
N/A,N/A,$580,"10/966 Albany Highway,",EAST VICTORIA PARK WA 6101,1 Bed,1 Bath,1 Parking,N/A
N/A,N/A,$440.00 Per Week,"1/48 Panton Street,",GOLDEN SQUARE VIC 3555,3 Beds,2 Baths,1 Parking,N/A
N/A,N/A,$535 Per Week,"1 Evesham Drive,",POINT COOK VIC 3030,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,$530.00 per week,"42-46 Shelley Street,",SPRING GULLY VIC 3550,3 Beds,1 Bath,− Parking,N/A
N/A,N/A,$540,"6 Surround Circuit,",BONNIE BROOK VIC 3335,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,$900.00 PER WEEK,"13 Jackson Road,",KARAWARA WA 6152,4 Beds,2 Baths,2 Parking,N/A
