Agent Name,Agent Company,Price,Address Line 1,Address Line 2,Bedrooms,Bathrooms,Parking,Floor Space
N/A,N/A,$400 pw,"609/220 Melrose Drive,",PHILLIP ACT 2606,1 Bed,1 Bath,− Parking,N/A
Simon Porter,Ray White Canberra,$490 per week,"185 Bushrangers Hill Road,",ADAMINABY NSW 2629,3 Beds,1 Bath,2 Parking,"72,290m²"
Client Concierge,The Property Collective,$700 per week,"3,2,2/220 Melrose Drive,",PHILLIP ACT 2606,3 Beds,2 Baths,2 Parking,N/A
Client Concierge,The Property Collective,$400 per week,"1,1,0/220 Melrose Drive,",PHILLIP ACT 2606,1 Bed,1 Bath,− Parking,N/A
Client Concierge,The Property Collective,$430 per week,"1,1,1/220 Melrose Drive,",PHILLIP ACT 2606,1 Bed,1 Bath,1 Parking,N/A
David Hua,Ray White Oakleigh,$640,"11 Abbotsford Avenue,",MALVERN EAST VIC 3145,3 Beds,1 Bath,− Parking,N/A
Tina Edwards,McGrath Hunter Valley,$420 pw,"32a Cooper Street,",CESSNOCK NSW 2325,1 Bed,1 Bath,2 Parking,N/A
Tina Edwards,McGrath Hunter Valley,$700 inclusive of electricity and water. pw,"32 Cooper Street,",CESSNOCK NSW 2325,4 Beds,5 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rose,Distinct,$615 Per Week,"203/220 Melrose Drive,",PHILLIP ACT 2606,2 Beds,2 Baths,1 Parking,N/A
Natasha Quinn,Belle Property Hunter Region,$550 per week,"1/15a Armidale Street,",ABERMAIN NSW 2326,3 Beds,2 Baths,1 Parking,N/A
Certainty  Property Vic,Certainty Property,$250,"17 Oakhill Terrace,",CHURCHILL VIC 3842,1 Bed,1 Bath,1 Parking,N/A
Paco Yip,Trusted Property Management,$900 - $920 per week,"117 Ada Norris Avenue,",DENMAN PROSPECT ACT 2611,4 Beds,2 Baths,2 Parking,N/A
Kim Te,Motion Property,$480 per week,"207B/150 Keilor Road,",ESSENDON NORTH VIC 3041,1 Bed,1 Bath,1 Parking,N/A
Rose,Distinct,$635 Per Week,"1314/6 Furzer Street,",PHILLIP ACT 2606,2 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ishabel Stevens,MPM Property Springwood,$600 Per Week,"19 Aspire Street,",RIPLEY QLD 4306,4 Beds,2 Baths,2 Parking,N/A
Sam Buchanan,Edge Sam Buchanan,$500 per week,"2210/2 Furzer Street,",PHILLIP ACT 2606,1 Bed,1 Bath,1 Parking,N/A
Lauren Myles,Blackshaw Manuka,$820 per week,"235 Sculthorpe Avenue,",WHITLAM ACT 2611,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kim Te,Motion Property,$480 per week,"104A/2A Duffy Street,",ESSENDON NORTH VIC 3041,1 Bed,1 Bath,1 Parking,N/A
Queanbeyan Property Management,Blackshaw Queanbeyan & Jerrabomberra,$590 per week,"226/7 Irving Street,",PHILLIP ACT 2606,1 Bed,1 Bath,1 Parking,N/A
Tim Miosge,Cream Residential,$400 per week,"11b/30 Launceston Street,",LYONS ACT 2606,1 Bed,1 Bath,1 Parking,N/A
N/A,N/A,"$1,050 per week","30 Downes Place,",HUGHES ACT 2605,4 Beds,3 Baths,2 Parking,N/A
Tim Miosge,Cream Residential,$680 per week,"74 Launceston Street,",LYONS ACT 2606,3 Beds,1 Bath,1 Parking,N/A
Andrew D'Aprano,NICOLE GERVASI PROPERTY GROUP,$500 per week,"313/8 Webb Road,",AIRPORT WEST VIC 3042,2 Beds,1 Bath,1 Parking,N/A
Paul Kerin,EnVogue Property Management,$625.00 per week,"5/88 Julia Flynn Avenue,",ISAACS ACT 2607,3 Beds,2 Baths,2 Parking,N/A
Paul Kerin,EnVogue Property Management,$600.00 per week,"56/26 Marie Little Crescent,",DENMAN PROSPECT ACT 2611,2 Beds,2 Baths,2 Parking,N/A
Bernadette Clayton,Belle Property Hunter Region,$480 per week,"15 Armidale Street,",ABERMAIN NSW 2326,2 Beds,1 Bath,− Parking,N/A
Kimberly Castle,AM Property Agency,$400 pw,"609/220 Melrose Drive,",PHILLIP ACT 2606,1 Bed,1 Bath,− Parking,N/A
Property Management,Blackshaw Woden,$740 Per Week,"9/11 Castan Street,",COOMBS ACT 2611,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Daniel Hatchuel,Performance Asset Management Melbourne,$900 per week,"58 Argyle Street,",MOONEE PONDS VIC 3039,3 Beds,2 Baths,2 Parking,N/A
HomeGround Enquiries,HomeGround Real Estate Canberra,$800 per week,"15 Shepherd Street,",PEARCE ACT 2607,4 Beds,2 Baths,1 Parking,N/A
Leasing Team,LJ Hooker Belconnen,$460 per week,"2013/120 Eastern Valley Way,",BELCONNEN ACT 2617,1 Bed,1 Bath,1 Parking,N/A
Tim Miosge,Cream Residential,$550per week,"192/7 Irving Street,",PHILLIP ACT 2606,2 Beds,1 Bath,1 Parking,N/A
Angela Weatherill,CTC Property Group,$600 per week,"13/86 Mawson Drive,",MAWSON ACT 2607,2 Beds,1 Bath,1 Parking,N/A
Michael Guneratne,Hayman Partners,$590 per week,"296/7 Irving Street,",PHILLIP ACT 2606,2 Beds,1 Bath,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brittinee Smith,Ray White Canberra,$600,"6/9 Maria Place,",LYONS ACT 2606,2 Beds,2 Baths,2 Parking,N/A
Stacie Maher,Ray White Brookwater and Greater Springfield,$600 Per Week,"28 Beaming Road,",RIPLEY QLD 4306,4 Beds,2 Baths,2 Parking,N/A
Client Concierge,The Property Collective,$530 per week,"2,2,1/220 Melrose Drive,",PHILLIP ACT 2606,2 Beds,2 Baths,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Leasing Department,Vanilla Rentals,$680 weekly,"4 Aspen Court,",REGENCY DOWNS QLD 4341,4 Beds,2 Baths,2 Parking,N/A
Rose,Distinct,$700 per week,"41/2 Foulkes Street,",DENMAN PROSPECT ACT 2611,3 Beds,2 Baths,2 Parking,N/A
Danielle Coady,Element Property Services,$630 per week,"Unit 207/43 Arthur Blakeley Way,",COOMBS ACT 2611,3 Beds,2 Baths,2 Parking,N/A
Lee Forbes,McGrath Hunter Valley,$480 pw,"2A Sawyer Street,",PAXTON NSW 2325,3 Beds,1 Bath,1 Parking,N/A
Ned Hibbert,Maloney's the Estate Agent,$470 weekly,"5/78 Hodgson Crescent,",PEARCE ACT 2607,2 Beds,1 Bath,1 Parking,N/A
Leasing Agent,Bolton & Co O'Connor,$475 per week,"5/10 Tank St,",PHILLIP ACT 2606,1 Bed,1 Bath,1 Parking,"1,367m²"
Alicia Hopgood,N/A,$650.00,"126 Mt Alexander Road,",TRAVANCORE VIC 3032,2 Beds,1 Bath,− Parking,N/A
Kelly Smyth,N/A,$700,"6 Pankhurst Avenue,",NORTH ROTHBURY NSW 2335,4 Beds,2 Baths,2 Parking,N/A
Catherine Walter,N/A,$540 weekly,"2/22 Marguerite St,",RANELAGH TAS 7109,2 Beds,2 Baths,1 Parking,N/A
Catherine Walter,N/A,$250 weekly,"2/60 Pottery Rd,",DOVER TAS 7117,1 Bed,1 Bath,1 Parking,N/A
Kelly Smyth,N/A,$850,"11 Wesley Street,",BOLWARRA HEIGHTS NSW 2320,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Shikayla Pike,N/A,$420.00 per week,"2/1 Gant Street,",LENAH VALLEY TAS 7008,1 Bed,1 Bath,1 Parking,53m²
Bradley Shadlow,N/A,$600 per week | Two Living Areas & Three W/C's,"26 Evatt Street,",PELAW MAIN NSW 2327,4 Beds,2 Baths,2 Parking,556m²
Cooper Cavallo,N/A,$610 per week,"405/9 Shuter Street,",MOONEE PONDS VIC 3039,2 Beds,2 Baths,1 Parking,N/A
Ryan Mitchell,N/A,$520 per week | Brand new carpet,"32/270 Wollombi Road,",BELLBIRD NSW 2325,3 Beds,2 Baths,2 Parking,N/A
Ryan Mitchell,N/A,$440 per week | Two Living Areas,"2 Jersey Place,",MUSWELLBROOK NSW 2333,3 Beds,1 Bath,2 Parking,712m²
Tomeeka Zielinski,N/A,$670 per week | Grand Home with High Ceilings,"7 Blacksmith Street,",CLIFTLEIGH NSW 2321,4 Beds,2 Baths,2 Parking,451m²
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ryan Mitchell,N/A,$550 per week | Partly Furnished,"1/71 Osborn Avenue,",MUSWELLBROOK NSW 2333,3 Beds,2 Baths,1 Parking,N/A
Meleah Morris,N/A,$430 weekly,"1/20 Justine Parade,",RUTHERFORD NSW 2320,2 Beds,1 Bath,1 Parking,N/A
Sylvia Mesoina,N/A,"$1,200 per week","3A Bain Place,",DUNDAS VALLEY NSW 2117,4 Beds,3 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Laura Kelly,N/A,$1050 Per Week,"68 Ivy Street,",DARLINGTON NSW 2330,3 Beds,1 Bath,− Parking,N/A
Cooper Cavallo,N/A,$475 per week,"7/21 Moore Street,",MOONEE PONDS VIC 3039,1 Bed,1 Bath,1 Parking,N/A
Yejin (Jenny) Seol,N/A,$670,"61 Supply Street,",DUNDAS VALLEY NSW 2117,3 Beds,1 Bath,2 Parking,N/A
Jasmine Wheeler,N/A,$400,"1/192A Chandlers Hill Road,",HAPPY VALLEY SA 5159,1 Bed,1 Bath,2 Parking,N/A
Natalie Fehlberg,N/A,$460.00 per week,"77 Charlotte Street,",NEW NORFOLK TAS 7140,3 Beds,1 Bath,2 Parking,N/A
Bradley Shadlow,N/A,$600 per week,"35 Devon Street,",GRETA NSW 2334,4 Beds,2 Baths,2 Parking,N/A
Erin Slade,N/A,$440 per week | Ideal for Shift Workers,"106 Maitland Street,",MUSWELLBROOK NSW 2333,3 Beds,1 Bath,− Parking,N/A
Natalie Scinto,N/A,$480 per week,"44 Flockhart Avenue,",VALLEY VIEW SA 5093,3 Beds,1 Bath,4 Parking,N/A
Lucy Grice,N/A,$540 p.w,"77 Native Corners Road,",CAMPANIA TAS 7026,3 Beds,2 Baths,− Parking,N/A
Renee Moore,N/A,$620.00 Per Week,"16 Royston Circuit,",FARLEY NSW 2320,4 Beds,2 Baths,1 Parking,N/A
Bradley Shadlow,N/A,$460 per week | Water Included,"7B Jersey Street,",GILLIESTON HEIGHTS NSW 2321,2 Beds,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Belinda Bean,N/A,"$1,050 per week","12 O'Connell Place,",RED HILL QLD 4059,3 Beds,2 Baths,2 Parking,N/A
Bradley Shadlow,N/A,$670 per week | McDonald Jones Home,"9 Lapwing Street,",ABERGLASSLYN NSW 2320,4 Beds,2 Baths,2 Parking,495m²
Zac Keltie,N/A,$850 per week,"14 Dickens Street,",MOONEE PONDS VIC 3039,3 Beds,1 Bath,1 Parking,N/A
Jeremy Paikaew,N/A,$675 per week,"1713/179 Alfred Street,",FORTITUDE VALLEY QLD 4006,1 Bed,1 Bath,1 Parking,N/A
Kelly Smyth,N/A,$750,"86 Rigby Drive,",NORTH ROTHBURY NSW 2335,4 Beds,2 Baths,2 Parking,N/A
Carol Hartlett,N/A,$580 per week,"19 Stone Road,",HAPPY VALLEY SA 5159,3 Beds,1 Bath,4 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Erin Slade,N/A,$550 per week | Great family home,"2/86 Tindale Street,",MUSWELLBROOK NSW 2333,4 Beds,2 Baths,2 Parking,N/A
Tabi Yazdi,N/A,$1160 PW I Level 15,"11505/5 Sam Sing Street,",WATERLOO NSW 2017,2 Beds,2 Baths,1 Parking,N/A
Winnie Wong,N/A,Leased,"47 Alexander Street,",DUNDAS VALLEY NSW 2117,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Casey Blaine,N/A,FULLY FURNISHED - $420 PER WEEK,"5/8 Dale St,",KENNINGTON VIC 3550,1 Bed,1 Bath,1 Parking,N/A
Jasmine Wheeler,N/A,$675,"4 Fairbrother Drive,",HAPPY VALLEY SA 5159,3 Beds,1 Bath,3 Parking,873m²
Cassandra Ambrose,N/A,$525,"7 Heath Street,",BEGA NSW 2550,3 Beds,1 Bath,1 Parking,N/A
Tyler Fardell,N/A,$585 per week,"26 Auburn Street,",GILLIESTON HEIGHTS NSW 2321,4 Beds,2 Baths,1 Parking,N/A
Tracey Coe,N/A,$550,"1671a Nowra Road,",FITZROY FALLS NSW 2577,3 Beds,1 Bath,− Parking,N/A
Breanna Wilson,N/A,$530 per week,"2/9 Windermere Road,",LOCHINVAR NSW 2321,3 Beds,2 Baths,1 Parking,N/A
,N/A,$560 Per Week,"6 Latrobe Avenue,",PAKENHAM VIC 3810,3 Beds,2 Baths,2 Parking,N/A
,N/A,$500 Per Week,"7/164 Napier Street,",ESSENDON VIC 3040,2 Beds,1 Bath,1 Parking,N/A
,N/A,$895,"28 Glenview Road,",STRATHMORE VIC 3041,3 Beds,2 Baths,2 Parking,N/A
,N/A,$530pw - Under Offer,"902/19 Russell Street,",ESSENDON VIC 3040,2 Beds,2 Baths,1 Parking,N/A
,N/A,$650 per week,"7/11 Hodnet Bend,",THE VINES WA 6069,3 Beds,2 Baths,2 Parking,270m²
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$580,"21 Manchado Street,",TARNEIT VIC 3029,4 Beds,2 Baths,2 Parking,N/A
,N/A,$410,"5/48 Scotia Street,",MOONEE PONDS VIC 3039,1 Bed,1 Bath,1 Parking,N/A
,N/A,$700 per week,"401/9 Shuter Street,",MOONEE PONDS VIC 3039,2 Beds,2 Baths,1 Parking,7m²
,N/A,$430 Per Week,"134 Warana Drive,",HAMPTON PARK VIC 3976,3 Beds,1 Bath,1 Parking,544m²
,N/A,$740,"41 Clydebank Road,",ESSENDON WEST VIC 3040,3 Beds,1 Bath,3 Parking,N/A
,N/A,$850 pw / $3693 pcm,"1/7A Wiseman Court,",ESSENDON VIC 3040,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$630.00 per week,"1/56 Glenard Drive,",EAGLEMONT VIC 3084,2 Beds,1 Bath,1 Parking,N/A
,N/A,$795 weekly,"69 Ferry Pde,",NORTH ROTHBURY NSW 2335,5 Beds,2 Baths,2 Parking,N/A
,N/A,$460,"3 Bent Street,",TAREE NSW 2430,3 Beds,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$490,"204/35 Hall Street,",MOONEE PONDS VIC 3039,1 Bed,1 Bath,1 Parking,N/A
,N/A,$575pw / $2499pcm,"18/43 Raleigh Street,",ESSENDON VIC 3040,2 Beds,1 Bath,1 Parking,N/A
,N/A,$700,"52 Bulbul Cresent,",FLETCHER NSW 2287,3 Beds,2 Baths,1 Parking,N/A
,N/A,$800 per week,"811/35 Furzer Street,",PHILLIP ACT 2606,3 Beds,2 Baths,2 Parking,N/A
,N/A,$500.00 per week,"6/5 Parkhill Street,",PEARCE ACT 2607,2 Beds,1 Bath,1 Parking,N/A
,N/A,$540 per week + 1 week of free rent,"306/11 Launceston Street,",PHILLIP ACT 2606,2 Beds,2 Baths,1 Parking,N/A
,N/A,$1200 per week,"10 Baas Becking Street,",WHITLAM ACT 2611,4 Beds,3 Baths,2 Parking,N/A
,N/A,$650 per week,"4/61 Launceston Street,",LYONS ACT 2606,3 Beds,2 Baths,2 Parking,N/A
,N/A,$470,"706 Tinonee Road,",MONDROOK NSW 2430,3 Beds,2 Baths,1 Parking,N/A
,N/A,$650,"20 Jacaranda Avenue,",TAREE NSW 2430,4 Beds,3 Baths,5 Parking,N/A
,N/A,$580 per week,"303/76 Steve Irwin Avenue,",WRIGHT ACT 2611,2 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$800 per week,"1506/15 Bowes Street,",PHILLIP ACT 2606,3 Beds,2 Baths,2 Parking,N/A
,N/A,$690 weekly,"30/2 Hopegood Place,",GARRAN ACT 2605,3 Beds,2 Baths,2 Parking,N/A
,N/A,$710,"1810/49 Furzer Street,",PHILLIP ACT 2606,3 Beds,2 Baths,2 Parking,N/A
,N/A,$650,"1521D Moss Vale Rd,",KANGAROO VALLEY NSW 2577,4 Beds,2 Baths,− Parking,N/A
,N/A,$620 Per Week,"4 Horrocks Street,",TORRENS ACT 2607,3 Beds,2 Baths,1 Parking,N/A
,N/A,$460 per week,"268/7 Irving Street,",PHILLIP ACT 2606,1 Bed,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$540 per week,"98/41 Philip Hodgins Street,",WRIGHT ACT 2611,2 Beds,2 Baths,1 Parking,N/A
,N/A,$500 weekly,"8/9 Farrer Place,",FARRER ACT 2607,2 Beds,1 Bath,1 Parking,N/A
,N/A,$620 per week,"15 Sulman Place,",PHILLIP ACT 2606,2 Beds,1 Bath,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,"$1,300","89 Fox Valley Rd,",WAHROONGA NSW 2076,4 Beds,2 Baths,1 Parking,N/A
,N/A,$1000 per week,"3 Gouger Street,",TORRENS ACT 2607,5 Beds,2 Baths,1 Parking,N/A
,N/A,$580 Per Week,"711/15 Bowes Street,",PHILLIP ACT 2606,2 Beds,2 Baths,1 Parking,N/A
,N/A,$430 per week,"141/41 Philip Hodgins Street,",WRIGHT ACT 2611,1 Bed,1 Bath,1 Parking,N/A
,N/A,$950 pw,"1/266 Abercrombie Street,",DARLINGTON NSW 2330,2 Beds,1 Bath,− Parking,N/A
,N/A,$760 Per Week,"10 Pope Street,",HUGHES ACT 2605,3 Beds,1 Bath,3 Parking,"1,114m²"
,N/A,$530 pw,"313/1050 Mt Alexander Road,",ESSENDON VIC 3040,2 Beds,2 Baths,1 Parking,N/A
,N/A,$595 pw,"311/333 Ascot Vale Road,",MOONEE PONDS VIC 3039,2 Beds,2 Baths,1 Parking,N/A
,N/A,$930 - $950 per week,"117 Ada Norris Avenue,",DENMAN PROSPECT ACT 2611,4 Beds,2 Baths,2 Parking,N/A
,N/A,"$1,900","13 Amanda Street,",BROOKFIELD QLD 4069,7 Beds,5 Baths,9 Parking,1.85ha
,N/A,"$1,150 per week","2203/49 Furzer Street,",PHILLIP ACT 2606,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,"$1,100 per week","2202/49 Furzer Street,",PHILLIP ACT 2606,3 Beds,2 Baths,2 Parking,N/A
,N/A,$500,"146/7 Irving Street,",PHILLIP ACT 2606,1 Bed,1 Bath,1 Parking,N/A
,N/A,$700 weekly,"4a Harvey Road,",FOREST HILL QLD 4342,4 Beds,2 Baths,2 Parking,N/A
,N/A,$720 per week,"621/15 Bowes Street,",PHILLIP ACT 2606,3 Beds,2 Baths,2 Parking,N/A
,N/A,$690 per week,"6A Esk Place,",LYONS ACT 2606,4 Beds,1 Bath,2 Parking,N/A
,N/A,$240,"63 Pintail Drive,",MELTON SOUTH VIC 3338,1 Bed,1 Bath,− Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$250,"8 Jacobena Road,",MELTON SOUTH VIC 3338,1 Bed,1 Bath,− Parking,N/A
,N/A,$380 - $400 per week,"220 Melrose Drive,",PHILLIP ACT 2606,1 Bed,1 Bath,− Parking,N/A
$620 pw,,$620 pw,"5A Eldon Place,",LYONS ACT 2606,3 Beds,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$675 per week,"13 Mawson Drive,",MAWSON ACT 2607,4 Beds,1 Bath,2 Parking,N/A
,N/A,$400.00 P/W,"67/4 Wilkins Street,",MAWSON ACT 2607,2 Beds,1 Bath,1 Parking,N/A
,N/A,$400 p.w,"11/a Address Upon Request,",CANNON VALLEY QLD 4800,1 Bed,1 Bath,1 Parking,N/A
,N/A,"$1,200.00","24 Wattle Valley Road,",CANTERBURY VIC 3126,4 Beds,2 Baths,− Parking,N/A
,N/A,$1650 per week,"16/10 Taronga Place,",O'MALLEY ACT 2606,4 Beds,2 Baths,2 Parking,N/A
,N/A,$500 per week,"1A Gerogery Place,",O'MALLEY ACT 2606,1 Bed,1 Bath,2 Parking,N/A
,N/A,$400 - $550 per week,"2 Furzer Street,",PHILLIP ACT 2606,1 Bed,1 Bath,− Parking,N/A
,N/A,$560 per week and 2 weeks free rent!,"1317/15 Bowes Street,",PHILLIP ACT 2606,2 Beds,2 Baths,1 Parking,N/A
,N/A,$525 Per Week,"43/G04 Arthur Blakeley Way,",COOMBS ACT 2611,2 Beds,1 Bath,1 Parking,N/A
,N/A,$3500.00 per week,"17 Greville Street,",CLOVELLY NSW 2031,7 Beds,4 Baths,2 Parking,N/A
,N/A,$550 per week,"1705/49 Furzer Street,",PHILLIP ACT 2606,2 Beds,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$570 weekly,"1703/15 Bowes Street,",PHILLIP ACT 2606,2 Beds,2 Baths,1 Parking,N/A
,N/A,$520 Per Week,"210/55 Collins Street,",ESSENDON VIC 3040,2 Beds,2 Baths,1 Parking,N/A
,N/A,$580 pw,"1210/49 Furzer Street,",PHILLIP ACT 2606,2 Beds,1 Bath,1 Parking,N/A
,N/A,$520 Per Week,"4/6 Antis Street,",PHILLIP ACT 2606,2 Beds,1 Bath,1 Parking,N/A
,N/A,$700 per week,"4 Horrocks Street,",TORRENS ACT 2607,3 Beds,2 Baths,1 Parking,N/A
,N/A,$645.00,"2 Canterbury Street,",HUGHESDALE VIC 3166,3 Beds,1 Bath,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$700 weekly,"31/2 Hopegood Place,",GARRAN ACT 2605,3 Beds,2 Baths,2 Parking,N/A
,N/A,$725.00 per week,"14 Besant Street,",PEARCE ACT 2607,4 Beds,2 Baths,1 Parking,N/A
,N/A,$710,"1510/49 Furzer Street,",PHILLIP ACT 2606,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$590 pw,"217/2 Terry Connolly Street,",COOMBS ACT 2611,2 Beds,2 Baths,2 Parking,N/A
,N/A,$560pw,"612/2 Furzer Street,",PHILLIP ACT 2606,2 Beds,2 Baths,1 Parking,N/A
,N/A,$575 pw,"Level 15, 1501/2 Furzer Street,",PHILLIP ACT 2606,2 Beds,2 Baths,1 Parking,N/A
$480 per week,,$480 per week,"49 Furzer Street,",PHILLIP ACT 2606,1 Bed,1 Bath,1 Parking,N/A
,N/A,$450 per week,"1408/49 Furzer Street,",PHILLIP ACT 2606,1 Bed,1 Bath,1 Parking,N/A
,N/A,$570 per week,"110 Paterson Road,",BOLWARRA NSW 2320,3 Beds,1 Bath,1 Parking,N/A
,N/A,$650 per week,"16 Launceston Street,",LYONS ACT 2606,3 Beds,1 Bath,2 Parking,N/A
,N/A,$540 pw,"1105/49 Furzer Street,",PHILLIP ACT 2606,2 Beds,1 Bath,1 Parking,N/A
$670.00 weekly,,$670.00 weekly,"224 GEORGE STREET,",EAST MAITLAND NSW 2323,3 Beds,2 Baths,1 Parking,N/A
,N/A,$650 pw,"309/333 Ascot Vale Road,",MOONEE PONDS VIC 3039,2 Beds,2 Baths,1 Parking,N/A
,N/A,$575.00,"103 Long Gully Road,",ANGASTON SA 5353,4 Beds,1 Bath,4 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$430 per week,"156/41 Philip Hodgins Street,",WRIGHT ACT 2611,1 Bed,1 Bath,1 Parking,N/A
,N/A,$895 per week,"12 Engel Street,",COOMBS ACT 2611,4 Beds,2 Baths,2 Parking,N/A
,N/A,$430 per week,"121/41 Philip Hodgins Street,",WRIGHT ACT 2611,1 Bed,1 Bath,1 Parking,N/A
,N/A,$700 per week,"1505/120 Eastern Valley Way,",BELCONNEN ACT 2617,3 Beds,2 Baths,2 Parking,N/A
,N/A,$1450 Per Week,"5A Stephens Place,",GARRAN ACT 2605,4 Beds,2 Baths,4 Parking,N/A
,N/A,$790 Per Week,"35/11 Irving Street,",PHILLIP ACT 2606,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$535 per week,"609/15 Bowes Street,",PHILLIP ACT 2606,2 Beds,2 Baths,1 Parking,N/A
,N/A,$730 Parkside living Highspeed unlimited WiFi PetFriendly,"224/109 Manningham St,",PARKVILLE VIC 3052,1 Bed,1 Bath,1 Parking,N/A
,N/A,$665 Parkside living Highspeed unlimited WiFi PetFriendly,"225/109 Manningham St,",PARKVILLE VIC 3052,2 Beds,2 Baths,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$750 per week Parkside living Highspeed unlimited WiFi PetFriendly,"403/109 Manningham St,",PARKVILLE VIC 3052,2 Beds,2 Baths,1 Parking,N/A
,N/A,$460 per week,"26/11 Hoolihan Street,",DENMAN PROSPECT ACT 2611,1 Bed,1 Bath,1 Parking,N/A
,N/A,$400 Per Week,"105/11 Launceston Street,",PHILLIP ACT 2606,1 Bed,1 Bath,− Parking,N/A
,N/A,$560-$620 pw,"49 Furzer Street,",PHILLIP ACT 2606,2 Beds,1 Bath,1 Parking,N/A
,N/A,$460 pw,"702/49 Furzer Street,",PHILLIP ACT 2606,1 Bed,1 Bath,1 Parking,N/A
,N/A,$580 pw,"1006/2 Furzer Street,",PHILLIP ACT 2606,2 Beds,2 Baths,1 Parking,N/A
,N/A,$950 Parkside living Highspeed unlimited WiFi PetFriendly,"607/109 109 Manningham St,",PARKVILLE VIC 3052,2 Beds,2 Baths,1 Parking,N/A
,N/A,$1450 per week,"50 Ngunnawal Drive,",ISAACS ACT 2607,5 Beds,4 Baths,5 Parking,N/A
,N/A,$525 Per Week,"17/13 Devlin Street,",RYDE NSW 2112,2 Beds,1 Bath,1 Parking,N/A
,N/A,$475 pw,"608/333 Ascot Vale Road,",MOONEE PONDS VIC 3039,1 Bed,1 Bath,1 Parking,N/A
,N/A,"$1,000","43/9 Doggett St,",FORTITUDE VALLEY QLD 4006,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
$700 per week,,$700 per week,N/A,COOMBS ACT 2611,3 Beds,2 Baths,2 Parking,N/A
$820 per week,,$820 per week,"76 Arthur Blakeley Way,",COOMBS ACT 2611,4 Beds,3 Baths,2 Parking,N/A
$820 per week,,$820 per week,"76 Arthur Blakeley Way,",COOMBS ACT 2611,4 Beds,3 Baths,2 Parking,N/A
,N/A,$880 per week,"129 McMichael Terrace,",DENMAN PROSPECT ACT 2611,4 Beds,2 Baths,3 Parking,N/A
,N/A,$540.00,"110/119 Poath Road,",MURRUMBEENA VIC 3163,2 Beds,1 Bath,1 Parking,N/A
,N/A,$550 per week,"2 beds, 2/11 Launceston Street,",PHILLIP ACT 2606,2 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$430 per week,"1 bedroom/11 Launceston Street,",PHILLIP ACT 2606,1 Bed,1 Bath,1 Parking,N/A
